uiTimeStamp,uiCycleCounter,eSigStatus,Velocity,Accel,varVelocity,varAccel,YawRate,YVariance,LatAccel,LVariance,MotState
50,1,1,0,0,0,0,0,0,0,0,1
100,2,1,0,0,0,0,0,0,0,0,1
150,3,1,0,0,0,0,0,0,0,0,1
200,4,1,0,0,0,0,0,0,0,0,1
250,5,1,0,0,0,0,0,0,0,0,1
300,6,1,0,0,0,0,0,0,0,0,1
350,7,1,0,0,0,0,0,0,0,0,1
400,8,1,0,0,0,0,0,0,0,0,1
450,9,1,0,0,0,0,0,0,0,0,1
500,10,1,0,0,0,0,0,0,0,0,1
550,11,1,0,0,0,0,0,0,0,0,1
600,12,1,0,0,0,0,0,0,0,0,1
650,13,1,0,0,0,0,0,0,0,0,1
700,14,1,0,0,0,0,0,0,0,0,1
750,15,1,0,0,0,0,0,0,0,0,1
800,16,1,0,0,0,0,0,0,0,0,1
850,17,1,0,0,0,0,0,0,0,0,1
900,18,1,0,0,0,0,0,0,0,0,1
950,19,1,0,0,0,0,0,0,0,0,1
1000,20,1,0,0,0,0,0,0,0,0,1
1050,21,1,0,0,0,0,0,0,0,0,1
1100,22,1,0,0,0,0,0,0,0,0,1
1150,23,1,0,0,0,0,0,0,0,0,1
1200,24,1,0,0,0,0,0,0,0,0,1
1250,25,1,0,0,0,0,0,0,0,0,1
1300,26,1,0,0,0,0,0,0,0,0,1
1350,27,1,0,0,0,0,0,0,0,0,1
1400,28,1,0,0,0,0,0,0,0,0,1
1450,29,1,0,0,0,0,0,0,0,0,1
1500,30,1,0,0,0,0,0,0,0,0,1
1550,31,1,0,0,0,0,0,0,0,0,1
1600,32,1,0,0,0,0,0,0,0,0,1
1650,33,1,0,0,0,0,0,0,0,0,1
1700,34,1,0,0,0,0,0,0,0,0,1
1750,35,1,0,0,0,0,0,0,0,0,1
1800,36,1,0,0,0,0,0,0,0,0,1
1850,37,1,0,0,0,0,0,0,0,0,1
1900,38,1,0,0,0,0,0,0,0,0,1
1950,39,1,0,0,0,0,0,0,0,0,1
2000,40,1,0,0,0,0,0,0,0,0,1
2050,41,1,0,0,0,0,0,0,0,0,1
2100,42,1,0,0,0,0,0,0,0,0,1
2150,43,1,0,0,0,0,0,0,0,0,1
2200,44,1,0,0,0,0,0,0,0,0,1
2250,45,1,0,0,0,0,0,0,0,0,1
2300,46,1,0,0,0,0,0,0,0,0,1
2350,47,1,0,0,0,0,0,0,0,0,1
2400,48,1,0,0,0,0,0,0,0,0,1
2450,49,1,0,0,0,0,0,0,0,0,1
2500,50,1,0,0,0,0,0,0,0,0,1
2550,51,1,0,0,0,0,0,0,0,0,1
2600,52,1,0,0,0,0,0,0,0,0,1
2650,53,1,0,0,0,0,0,0,0,0,1
2700,54,1,0,0,0,0,0,0,0,0,1
2750,55,1,0,0,0,0,0,0,0,0,1
2800,56,1,0,0,0,0,0,0,0,0,1
2850,57,1,0,0,0,0,0,0,0,0,1
2900,58,1,0,0,0,0,0,0,0,0,1
2950,59,1,0,0,0,0,0,0,0,0,1
3000,60,1,0,0,0,0,0,0,0,0,1
3050,61,1,0,0,0,0,0,0,0,0,1
3100,62,1,0,0,0,0,0,0,0,0,1
3150,63,1,0,0,0,0,0,0,0,0,1
3200,64,1,0,0,0,0,0,0,0,0,1
3250,65,1,0,0,0,0,0,0,0,0,1
3300,66,1,0,0,0,0,0,0,0,0,1
3350,67,1,0,0,0,0,0,0,0,0,1
3400,68,1,0,0,0,0,0,0,0,0,1
3450,69,1,0,0,0,0,0,0,0,0,1
3500,70,1,0,0,0,0,0,0,0,0,1
3550,71,1,0,0,0,0,0,0,0,0,1
3600,72,1,0,0,0,0,0,0,0,0,1
3650,73,1,0,0,0,0,0,0,0,0,1
3700,74,1,0,0,0,0,0,0,0,0,1
3750,75,1,0,0,0,0,0,0,0,0,1
3800,76,1,0,0,0,0,0,0,0,0,1
3850,77,1,0,0,0,0,0,0,0,0,1
3900,78,1,0,0,0,0,0,0,0,0,1
3950,79,1,0,0,0,0,0,0,0,0,1
4000,80,1,0,0,0,0,0,0,0,0,1
4050,81,1,0,0,0,0,0,0,0,0,1
4100,82,1,0,0,0,0,0,0,0,0,1
4150,83,1,0,0,0,0,0,0,0,0,1
4200,84,1,0,0,0,0,0,0,0,0,1
4250,85,1,0,0,0,0,0,0,0,0,1
4300,86,1,0,0,0,0,0,0,0,0,1
4350,87,1,0,0,0,0,0,0,0,0,1
4400,88,1,0,0,0,0,0,0,0,0,1
4450,89,1,0,0,0,0,0,0,0,0,1
4500,90,1,0,0,0,0,0,0,0,0,1
4550,91,1,0,0,0,0,0,0,0,0,1
4600,92,1,0,0,0,0,0,0,0,0,1
4650,93,1,0,0,0,0,0,0,0,0,1
4700,94,1,0,0,0,0,0,0,0,0,1
4750,95,1,0,0,0,0,0,0,0,0,1
4800,96,1,0,0,0,0,0,0,0,0,1
4850,97,1,0,0,0,0,0,0,0,0,1
4900,98,1,0,0,0,0,0,0,0,0,1
4950,99,1,0,0,0,0,0,0,0,0,1
5000,100,1,0,0,0,0,0,0,0,0,1
5050,101,1,0,0,0,0,0,0,0,0,1
5100,102,1,0,0,0,0,0,0,0,0,1
5150,103,1,0,0,0,0,0,0,0,0,1
5200,104,1,0,0,0,0,0,0,0,0,1
5250,105,1,0,0,0,0,0,0,0,0,1
5300,106,1,0,0,0,0,0,0,0,0,1
5350,107,1,0,0,0,0,0,0,0,0,1
5400,108,1,0,0,0,0,0,0,0,0,1
5450,109,1,0,0,0,0,0,0,0,0,1
5500,110,1,0,0,0,0,0,0,0,0,1
5550,111,1,0,0,0,0,0,0,0,0,1
5600,112,1,0,0,0,0,0,0,0,0,1
5650,113,1,0,0,0,0,0,0,0,0,1
5700,114,1,0,0,0,0,0,0,0,0,1
5750,115,1,0,0,0,0,0,0,0,0,1
5800,116,1,0,0,0,0,0,0,0,0,1
5850,117,1,0,0,0,0,0,0,0,0,1
5900,118,1,0,0,0,0,0,0,0,0,1
5950,119,1,0,0,0,0,0,0,0,0,1
6000,120,1,0,0,0,0,0,0,0,0,1
6050,121,1,0,0,0,0,0,0,0,0,1
6100,122,1,0,0,0,0,0,0,0,0,1
6150,123,1,0,0,0,0,0,0,0,0,1
6200,124,1,0,0,0,0,0,0,0,0,1
6250,125,1,0,0,0,0,0,0,0,0,1
6300,126,1,0,0,0,0,0,0,0,0,1
6350,127,1,0,0,0,0,0,0,0,0,1
6400,128,1,0,0,0,0,0,0,0,0,1
6450,129,1,0,0,0,0,0,0,0,0,1
6500,130,1,0,0,0,0,0,0,0,0,1
6550,131,1,0,0,0,0,0,0,0,0,1
6600,132,1,0,0,0,0,0,0,0,0,1
6650,133,1,0,0,0,0,0,0,0,0,1
6700,134,1,0,0,0,0,0,0,0,0,1
6750,135,1,0,0,0,0,0,0,0,0,1
6800,136,1,0,0,0,0,0,0,0,0,1
6850,137,1,0,0,0,0,0,0,0,0,1
6900,138,1,0,0,0,0,0,0,0,0,1
6950,139,1,0,0,0,0,0,0,0,0,1
7000,140,1,0,0,0,0,0,0,0,0,1
7050,141,1,0,0,0,0,0,0,0,0,1
7100,142,1,0,0,0,0,0,0,0,0,1
7150,143,1,0,0,0,0,0,0,0,0,1
7200,144,1,0,0,0,0,0,0,0,0,1
7250,145,1,0,0,0,0,0,0,0,0,1
7300,146,1,0,0,0,0,0,0,0,0,1
7350,147,1,0,0,0,0,0,0,0,0,1
7400,148,1,0,0,0,0,0,0,0,0,1
7450,149,1,0,0,0,0,0,0,0,0,1
7500,150,1,0,0,0,0,0,0,0,0,1
7550,151,1,0,0,0,0,0,0,0,0,1
7600,152,1,0,0,0,0,0,0,0,0,1
7650,153,1,0,0,0,0,0,0,0,0,1
7700,154,1,0,0,0,0,0,0,0,0,1
7750,155,1,0,0,0,0,0,0,0,0,1
7800,156,1,0,0,0,0,0,0,0,0,1
7850,157,1,0,0,0,0,0,0,0,0,1
7900,158,1,0,0,0,0,0,0,0,0,1
7950,159,1,0,0,0,0,0,0,0,0,1
8000,160,1,0,0,0,0,0,0,0,0,1
8050,161,1,0,0,0,0,0,0,0,0,1
8100,162,1,0,0,0,0,0,0,0,0,1
8150,163,1,0,0,0,0,0,0,0,0,1
8200,164,1,0,0,0,0,0,0,0,0,1
8250,165,1,0,0,0,0,0,0,0,0,1
8300,166,1,0,0,0,0,0,0,0,0,1
8350,167,1,0,0,0,0,0,0,0,0,1
8400,168,1,0,0,0,0,0,0,0,0,1
8450,169,1,0,0,0,0,0,0,0,0,1
8500,170,1,0,0,0,0,0,0,0,0,1
8550,171,1,0,0,0,0,0,0,0,0,1
8600,172,1,0,0,0,0,0,0,0,0,1
8650,173,1,0,0,0,0,0,0,0,0,1
8700,174,1,0,0,0,0,0,0,0,0,1
8750,175,1,0,0,0,0,0,0,0,0,1
8800,176,1,0,0,0,0,0,0,0,0,1
8850,177,1,0,0,0,0,0,0,0,0,1
8900,178,1,0,0,0,0,0,0,0,0,1
8950,179,1,0,0,0,0,0,0,0,0,1
9000,180,1,0,0,0,0,0,0,0,0,1
9050,181,1,0,0,0,0,0,0,0,0,1
9100,182,1,0,0,0,0,0,0,0,0,1
9150,183,1,0,0,0,0,0,0,0,0,1
9200,184,1,0,0,0,0,0,0,0,0,1
9250,185,1,0,0,0,0,0,0,0,0,1
9300,186,1,0,0,0,0,0,0,0,0,1
9350,187,1,0,0,0,0,0,0,0,0,1
9400,188,1,0,0,0,0,0,0,0,0,1
9450,189,1,0,0,0,0,0,0,0,0,1
9500,190,1,0,0,0,0,0,0,0,0,1
9550,191,1,0,0,0,0,0,0,0,0,1
9600,192,1,0,0,0,0,0,0,0,0,1
9650,193,1,0,0,0,0,0,0,0,0,1
9700,194,1,0,0,0,0,0,0,0,0,1
9750,195,1,0,0,0,0,0,0,0,0,1
9800,196,1,0,0,0,0,0,0,0,0,1
9850,197,1,0,0,0,0,0,0,0,0,1
9900,198,1,0,0,0,0,0,0,0,0,1
9950,199,1,0,0,0,0,0,0,0,0,1
10000,200,1,0,0,0,0,0,0,0,0,1
10050,201,1,0,0,0,0,0,0,0,0,1
10100,202,1,0,0,0,0,0,0,0,0,1
10150,203,1,0,0,0,0,0,0,0,0,1
10200,204,1,0,0,0,0,0,0,0,0,1
10250,205,1,0,0,0,0,0,0,0,0,1
10300,206,1,0,0,0,0,0,0,0,0,1
10350,207,1,0,0,0,0,0,0,0,0,1
10400,208,1,0,0,0,0,0,0,0,0,1
10450,209,1,0,0,0,0,0,0,0,0,1
10500,210,1,0,0,0,0,0,0,0,0,1
10550,211,1,0,0,0,0,0,0,0,0,1
10600,212,1,0,0,0,0,0,0,0,0,1
10650,213,1,0,0,0,0,0,0,0,0,1
10700,214,1,0,0,0,0,0,0,0,0,1
10750,215,1,0,0,0,0,0,0,0,0,1
10800,216,1,0,0,0,0,0,0,0,0,1
10850,217,1,0,0,0,0,0,0,0,0,1
10900,218,1,0,0,0,0,0,0,0,0,1
10950,219,1,0,0,0,0,0,0,0,0,1
11000,220,1,0,0,0,0,0,0,0,0,1
11050,221,1,0,0,0,0,0,0,0,0,1
11100,222,1,0,0,0,0,0,0,0,0,1
11150,223,1,0,0,0,0,0,0,0,0,1
11200,224,1,0,0,0,0,0,0,0,0,1
11250,225,1,0,0,0,0,0,0,0,0,1
11300,226,1,0,0,0,0,0,0,0,0,1
11350,227,1,0,0,0,0,0,0,0,0,1
11400,228,1,0,0,0,0,0,0,0,0,1
11450,229,1,0,0,0,0,0,0,0,0,1
11500,230,1,0,0,0,0,0,0,0,0,1
11550,231,1,0,0,0,0,0,0,0,0,1
11600,232,1,0,0,0,0,0,0,0,0,1
11650,233,1,0,0,0,0,0,0,0,0,1
11700,234,1,0,0,0,0,0,0,0,0,1
11750,235,1,0,0,0,0,0,0,0,0,1
11800,236,1,0,0,0,0,0,0,0,0,1
11850,237,1,0,0,0,0,0,0,0,0,1
11900,238,1,0,0,0,0,0,0,0,0,1
11950,239,1,0,0,0,0,0,0,0,0,1
12000,240,1,0,0,0,0,0,0,0,0,1
12050,241,1,0,0,0,0,0,0,0,0,1
12100,242,1,0,0,0,0,0,0,0,0,1
12150,243,1,0,0,0,0,0,0,0,0,1
12200,244,1,0,0,0,0,0,0,0,0,1
12250,245,1,0,0,0,0,0,0,0,0,1
12300,246,1,0,0,0,0,0,0,0,0,1
12350,247,1,0,0,0,0,0,0,0,0,1
12400,248,1,0,0,0,0,0,0,0,0,1
12450,249,1,0,0,0,0,0,0,0,0,1
12500,250,1,0,0,0,0,0,0,0,0,1
12550,251,1,0,0,0,0,0,0,0,0,1
12600,252,1,0,0,0,0,0,0,0,0,1
12650,253,1,0,0,0,0,0,0,0,0,1
12700,254,1,0,0,0,0,0,0,0,0,1
12750,255,1,0,0,0,0,0,0,0,0,1
12800,256,1,0,0,0,0,0,0,0,0,1
12850,257,1,0,0,0,0,0,0,0,0,1
12900,258,1,0,0,0,0,0,0,0,0,1
12950,259,1,0,0,0,0,0,0,0,0,1
13000,260,1,0,0,0,0,0,0,0,0,1
13050,261,1,0,0,0,0,0,0,0,0,1
13100,262,1,0,0,0,0,0,0,0,0,1
13150,263,1,0,0,0,0,0,0,0,0,1
13200,264,1,0,0,0,0,0,0,0,0,1
13250,265,1,0,0,0,0,0,0,0,0,1
13300,266,1,0,0,0,0,0,0,0,0,1
13350,267,1,0,0,0,0,0,0,0,0,1
13400,268,1,0,0,0,0,0,0,0,0,1
13450,269,1,0,0,0,0,0,0,0,0,1
13500,270,1,0,0,0,0,0,0,0,0,1
13550,271,1,0,0,0,0,0,0,0,0,1
13600,272,1,0,0,0,0,0,0,0,0,1
13650,273,1,0,0,0,0,0,0,0,0,1
13700,274,1,0,0,0,0,0,0,0,0,1
13750,275,1,0,0,0,0,0,0,0,0,1
13800,276,1,0,0,0,0,0,0,0,0,1
13850,277,1,0,0,0,0,0,0,0,0,1
13900,278,1,0,0,0,0,0,0,0,0,1
13950,279,1,0,0,0,0,0,0,0,0,1
14000,280,1,0,0,0,0,0,0,0,0,1
14050,281,1,0,0,0,0,0,0,0,0,1
14100,282,1,0,0,0,0,0,0,0,0,1
14150,283,1,0,0,0,0,0,0,0,0,1
14200,284,1,0,0,0,0,0,0,0,0,1
14250,285,1,0,0,0,0,0,0,0,0,1
14300,286,1,0,0,0,0,0,0,0,0,1
14350,287,1,0,0,0,0,0,0,0,0,1
14400,288,1,0,0,0,0,0,0,0,0,1
14450,289,1,0,0,0,0,0,0,0,0,1
14500,290,1,0,0,0,0,0,0,0,0,1
14550,291,1,0,0,0,0,0,0,0,0,1
14600,292,1,0,0,0,0,0,0,0,0,1
14650,293,1,0,0,0,0,0,0,0,0,1
14700,294,1,0,0,0,0,0,0,0,0,1
14750,295,1,0,0,0,0,0,0,0,0,1
14800,296,1,0,0,0,0,0,0,0,0,1
14850,297,1,0,0,0,0,0,0,0,0,1
14900,298,1,0,0,0,0,0,0,0,0,1
14950,299,1,0,0,0,0,0,0,0,0,1
15000,300,1,0,0,0,0,0,0,0,0,1
15050,301,1,0,0,0,0,0,0,0,0,1
15100,302,1,0,0,0,0,0,0,0,0,1
15150,303,1,0,0,0,0,0,0,0,0,1
15200,304,1,0,0,0,0,0,0,0,0,1
15250,305,1,0,0,0,0,0,0,0,0,1
15300,306,1,0,0,0,0,0,0,0,0,1
15350,307,1,0,0,0,0,0,0,0,0,1
15400,308,1,0,0,0,0,0,0,0,0,1
15450,309,1,0,0,0,0,0,0,0,0,1
15500,310,1,0,0,0,0,0,0,0,0,1
15550,311,1,0,0,0,0,0,0,0,0,1
15600,312,1,0,0,0,0,0,0,0,0,1
15650,313,1,0,0,0,0,0,0,0,0,1
15700,314,1,0,0,0,0,0,0,0,0,1
15750,315,1,0,0,0,0,0,0,0,0,1
15800,316,1,0,0,0,0,0,0,0,0,1
15850,317,1,0,0,0,0,0,0,0,0,1
15900,318,1,0,0,0,0,0,0,0,0,1
15950,319,1,0,0,0,0,0,0,0,0,1
16000,320,1,0,0,0,0,0,0,0,0,1
16050,321,1,0,0,0,0,0,0,0,0,1
16100,322,1,0,0,0,0,0,0,0,0,1
16150,323,1,0,0,0,0,0,0,0,0,1
16200,324,1,0,0,0,0,0,0,0,0,1
16250,325,1,0,0,0,0,0,0,0,0,1
16300,326,1,0,0,0,0,0,0,0,0,1
16350,327,1,0,0,0,0,0,0,0,0,1
16400,328,1,0,0,0,0,0,0,0,0,1
16450,329,1,0,0,0,0,0,0,0,0,1
16500,330,1,0,0,0,0,0,0,0,0,1
16550,331,1,0,0,0,0,0,0,0,0,1
16600,332,1,0,0,0,0,0,0,0,0,1
16650,333,1,0,0,0,0,0,0,0,0,1
16700,334,1,0,0,0,0,0,0,0,0,1
16750,335,1,0,0,0,0,0,0,0,0,1
16800,336,1,0,0,0,0,0,0,0,0,1
16850,337,1,0,0,0,0,0,0,0,0,1
16900,338,1,0,0,0,0,0,0,0,0,1
16950,339,1,0,0,0,0,0,0,0,0,1
17000,340,1,0,0,0,0,0,0,0,0,1
17050,341,1,0,0,0,0,0,0,0,0,1
17100,342,1,0,0,0,0,0,0,0,0,1
17150,343,1,0,0,0,0,0,0,0,0,1
17200,344,1,0,0,0,0,0,0,0,0,1
17250,345,1,0,0,0,0,0,0,0,0,1
17300,346,1,0,0,0,0,0,0,0,0,1
17350,347,1,0,0,0,0,0,0,0,0,1
17400,348,1,0,0,0,0,0,0,0,0,1
17450,349,1,0,0,0,0,0,0,0,0,1
17500,350,1,0,0,0,0,0,0,0,0,1
17550,351,1,0,0,0,0,0,0,0,0,1
17600,352,1,0,0,0,0,0,0,0,0,1
17650,353,1,0,0,0,0,0,0,0,0,1
17700,354,1,0,0,0,0,0,0,0,0,1
17750,355,1,0,0,0,0,0,0,0,0,1
17800,356,1,0,0,0,0,0,0,0,0,1
17850,357,1,0,0,0,0,0,0,0,0,1
17900,358,1,0,0,0,0,0,0,0,0,1
17950,359,1,0,0,0,0,0,0,0,0,1
18000,360,1,0,0,0,0,0,0,0,0,1
18050,361,1,0,0,0,0,0,0,0,0,1
18100,362,1,0,0,0,0,0,0,0,0,1
18150,363,1,0,0,0,0,0,0,0,0,1
18200,364,1,0,0,0,0,0,0,0,0,1
18250,365,1,0,0,0,0,0,0,0,0,1
18300,366,1,0,0,0,0,0,0,0,0,1
18350,367,1,0,0,0,0,0,0,0,0,1
18400,368,1,0,0,0,0,0,0,0,0,1
18450,369,1,0,0,0,0,0,0,0,0,1
18500,370,1,0,0,0,0,0,0,0,0,1
18550,371,1,0,0,0,0,0,0,0,0,1
18600,372,1,0,0,0,0,0,0,0,0,1
18650,373,1,0,0,0,0,0,0,0,0,1
18700,374,1,0,0,0,0,0,0,0,0,1
18750,375,1,0,0,0,0,0,0,0,0,1
18800,376,1,0,0,0,0,0,0,0,0,1
18850,377,1,0,0,0,0,0,0,0,0,1
18900,378,1,0,0,0,0,0,0,0,0,1
18950,379,1,0,0,0,0,0,0,0,0,1
19000,380,1,0,0,0,0,0,0,0,0,1
19050,381,1,0,0,0,0,0,0,0,0,1
19100,382,1,0,0,0,0,0,0,0,0,1
19150,383,1,0,0,0,0,0,0,0,0,1
19200,384,1,0,0,0,0,0,0,0,0,1
19250,385,1,0,0,0,0,0,0,0,0,1
19300,386,1,0,0,0,0,0,0,0,0,1
19350,387,1,0,0,0,0,0,0,0,0,1
19400,388,1,0,0,0,0,0,0,0,0,1
19450,389,1,0,0,0,0,0,0,0,0,1
19500,390,1,0,0,0,0,0,0,0,0,1
19550,391,1,0,0,0,0,0,0,0,0,1
19600,392,1,0,0,0,0,0,0,0,0,1
19650,393,1,0,0,0,0,0,0,0,0,1
19700,394,1,0,0,0,0,0,0,0,0,1
19750,395,1,0,0,0,0,0,0,0,0,1
19800,396,1,0,0,0,0,0,0,0,0,1
19850,397,1,0,0,0,0,0,0,0,0,1
19900,398,1,0,0,0,0,0,0,0,0,1
19950,399,1,0,0,0,0,0,0,0,0,1
20000,400,1,0,0,0,0,0,0,0,0,1
20050,401,1,0,0,0,0,0,0,0,0,1
20100,402,1,0,0,0,0,0,0,0,0,1
20150,403,1,0,0,0,0,0,0,0,0,1
20200,404,1,0,0,0,0,0,0,0,0,1
20250,405,1,0,0,0,0,0,0,0,0,1
20300,406,1,0,0,0,0,0,0,0,0,1
20350,407,1,0,0,0,0,0,0,0,0,1
20400,408,1,0,0,0,0,0,0,0,0,1
20450,409,1,0,0,0,0,0,0,0,0,1
20500,410,1,0,0,0,0,0,0,0,0,1
20550,411,1,0,0,0,0,0,0,0,0,1
20600,412,1,0,0,0,0,0,0,0,0,1
20650,413,1,0,0,0,0,0,0,0,0,1
20700,414,1,0,0,0,0,0,0,0,0,1
20750,415,1,0,0,0,0,0,0,0,0,1
20800,416,1,0,0,0,0,0,0,0,0,1
20850,417,1,0,0,0,0,0,0,0,0,1
20900,418,1,0,0,0,0,0,0,0,0,1
20950,419,1,0,0,0,0,0,0,0,0,1
21000,420,1,0,0,0,0,0,0,0,0,1
21050,421,1,0,0,0,0,0,0,0,0,1
21100,422,1,0,0,0,0,0,0,0,0,1
21150,423,1,0,0,0,0,0,0,0,0,1
21200,424,1,0,0,0,0,0,0,0,0,1
21250,425,1,0,0,0,0,0,0,0,0,1
21300,426,1,0,0,0,0,0,0,0,0,1
21350,427,1,0,0,0,0,0,0,0,0,1
21400,428,1,0,0,0,0,0,0,0,0,1
21450,429,1,0,0,0,0,0,0,0,0,1
21500,430,1,0,0,0,0,0,0,0,0,1
21550,431,1,0,0,0,0,0,0,0,0,1
21600,432,1,0,0,0,0,0,0,0,0,1
21650,433,1,0,0,0,0,0,0,0,0,1
21700,434,1,0,0,0,0,0,0,0,0,1
21750,435,1,0,0,0,0,0,0,0,0,1
21800,436,1,0,0,0,0,0,0,0,0,1
21850,437,1,0,0,0,0,0,0,0,0,1
21900,438,1,0,0,0,0,0,0,0,0,1
21950,439,1,0,0,0,0,0,0,0,0,1
22000,440,1,0,0,0,0,0,0,0,0,1
22050,441,1,0,0,0,0,0,0,0,0,1
22100,442,1,0,0,0,0,0,0,0,0,1
22150,443,1,0,0,0,0,0,0,0,0,1
22200,444,1,0,0,0,0,0,0,0,0,1
22250,445,1,0,0,0,0,0,0,0,0,1
22300,446,1,0,0,0,0,0,0,0,0,1
22350,447,1,0,0,0,0,0,0,0,0,1
22400,448,1,0,0,0,0,0,0,0,0,1
22450,449,1,0,0,0,0,0,0,0,0,1
22500,450,1,0,0,0,0,0,0,0,0,1
22550,451,1,0,0,0,0,0,0,0,0,1
22600,452,1,0,0,0,0,0,0,0,0,1
22650,453,1,0,0,0,0,0,0,0,0,1
22700,454,1,0,0,0,0,0,0,0,0,1
22750,455,1,0,0,0,0,0,0,0,0,1
22800,456,1,0,0,0,0,0,0,0,0,1
22850,457,1,0,0,0,0,0,0,0,0,1
22900,458,1,0,0,0,0,0,0,0,0,1
22950,459,1,0,0,0,0,0,0,0,0,1
23000,460,1,0,0,0,0,0,0,0,0,1
23050,461,1,0,0,0,0,0,0,0,0,1
23100,462,1,0,0,0,0,0,0,0,0,1
23150,463,1,0,0,0,0,0,0,0,0,1
23200,464,1,0,0,0,0,0,0,0,0,1
23250,465,1,0,0,0,0,0,0,0,0,1
23300,466,1,0,0,0,0,0,0,0,0,1
23350,467,1,0,0,0,0,0,0,0,0,1
23400,468,1,0,0,0,0,0,0,0,0,1
23450,469,1,0,0,0,0,0,0,0,0,1
23500,470,1,0,0,0,0,0,0,0,0,1
23550,471,1,0,0,0,0,0,0,0,0,1
23600,472,1,0,0,0,0,0,0,0,0,1
23650,473,1,0,0,0,0,0,0,0,0,1
23700,474,1,0,0,0,0,0,0,0,0,1
23750,475,1,0,0,0,0,0,0,0,0,1
23800,476,1,0,0,0,0,0,0,0,0,1
23850,477,1,0,0,0,0,0,0,0,0,1
23900,478,1,0,0,0,0,0,0,0,0,1
23950,479,1,0,0,0,0,0,0,0,0,1
24000,480,1,0,0,0,0,0,0,0,0,1
24050,481,1,0,0,0,0,0,0,0,0,1
24100,482,1,0,0,0,0,0,0,0,0,1
24150,483,1,0,0,0,0,0,0,0,0,1
24200,484,1,0,0,0,0,0,0,0,0,1
24250,485,1,0,0,0,0,0,0,0,0,1
24300,486,1,0,0,0,0,0,0,0,0,1
24350,487,1,0,0,0,0,0,0,0,0,1
24400,488,1,0,0,0,0,0,0,0,0,1
24450,489,1,0,0,0,0,0,0,0,0,1
24500,490,1,0,0,0,0,0,0,0,0,1
24550,491,1,0,0,0,0,0,0,0,0,1
24600,492,1,0,0,0,0,0,0,0,0,1
24650,493,1,0,0,0,0,0,0,0,0,1
24700,494,1,0,0,0,0,0,0,0,0,1
24750,495,1,0,0,0,0,0,0,0,0,1
24800,496,1,0,0,0,0,0,0,0,0,1
24850,497,1,0,0,0,0,0,0,0,0,1
24900,498,1,0,0,0,0,0,0,0,0,1
24950,499,1,0,0,0,0,0,0,0,0,1
25000,500,1,0,0,0,0,0,0,0,0,1
